family,time_s,turbine,row,MPC_disk_normal_m_s,NOYAW_disk_normal_m_s,MPC_filtered_disk_m_s,NOYAW_filtered_disk_m_s,delta_filtered_disk_m_s,yaw_deg
T1,1620,7,3,3.701089859008789,3.9117138385772705,3.754192352294922,3.922515630722046,-0.16832327842712402,0.5613616108894348
T1,1620,8,3,4.316554546356201,4.317655563354492,4.381880283355713,4.381588459014893,0.0002918243408203125,0.7148640155792236
T1,1620,9,3,4.781474590301514,4.003486633300781,4.8168206214904785,4.0225372314453125,0.794283390045166,-2.472101926803589
T1,1640,1,1,5.37103271484375,5.369251728057861,5.366994857788086,5.365144729614258,0.001850128173828125,0.13837575912475586
T1,1640,2,1,4.319794178009033,4.31913948059082,4.338407039642334,4.337791919708252,0.0006151199340820312,-0.1753380298614502
T1,1640,3,1,4.70488977432251,4.751944065093994,4.709837913513184,4.752309799194336,-0.042471885681152344,13.132671356201172
T1,1640,4,2,3.7860445976257324,3.898899793624878,3.7647972106933594,3.8700294494628906,-0.10523223876953125,0.5731990337371826
T1,1640,5,2,4.150745868682861,4.055332183837891,4.161468505859375,4.0816779136657715,0.07979059219360352,5.812443733215332
T1,1640,6,2,4.3620100021362305,4.141920566558838,4.36199951171875,4.126301288604736,0.23569822311401367,3.6539320945739746
T1,1640,7,3,3.858272075653076,3.9857571125030518,3.8286290168762207,3.9725964069366455,-0.1439673900604248,0.5613616108894348
T1,1640,8,3,4.128164768218994,3.870957851409912,4.10444974899292,3.8900742530822754,0.21437549591064453,0.7148640155792236
T1,1640,9,3,4.443416118621826,3.8085286617279053,4.448700904846191,3.795135498046875,0.6535654067993164,-2.472101926803589
T1,1660,1,1,5.31215763092041,5.3110432624816895,5.307953834533691,5.306769371032715,0.0011844635009765625,0.13837575912475586
T1,1660,2,1,4.409330368041992,4.410510063171387,4.374211311340332,4.375192642211914,-0.0009813308715820312,-0.1753380298614502
T1,1660,3,1,4.7647576332092285,4.868442535400391,4.730164051055908,4.849374771118164,-0.11921072006225586,13.132671356201172
T1,1660,4,2,3.359785556793213,3.3909146785736084,3.391054630279541,3.433380126953125,-0.042325496673583984,0.5731990337371826
T1,1660,5,2,3.7342021465301514,3.7280020713806152,3.7522671222686768,3.7372961044311523,0.014971017837524414,5.812443733215332
T1,1660,6,2,4.08165979385376,3.6801133155822754,4.076629161834717,3.7028050422668457,0.3738241195678711,3.6539320945739746
T1,1660,7,3,3.732875108718872,3.7298550605773926,3.7400293350219727,3.722121238708496,0.017908096313476562,0.5613616108894348
T1,1660,8,3,3.9433834552764893,3.89839768409729,3.899844169616699,3.8449206352233887,0.05492353439331055,0.7148640155792236
T1,1660,9,3,3.882338762283325,3.4175684452056885,3.937516212463379,3.483250141143799,0.4542660713195801,-2.472101926803589
T1,1680,1,1,4.979402542114258,4.977982521057129,5.005234718322754,5.003750324249268,0.0014843940734863281,0.13837575912475586
T1,1680,2,1,4.717592239379883,4.718628406524658,4.719825744628906,4.720884799957275,-0.0010590553283691406,-0.1753380298614502
T1,1680,3,1,5.009305000305176,5.098681926727295,5.029951572418213,5.124177932739258,-0.09422636032104492,13.132671356201172
T1,1680,4,2,3.3870632648468018,3.421963691711426,3.3689615726470947,3.402118444442749,-0.0331568717956543,0.5731990337371826
T1,1680,5,2,3.9927315711975098,4.02072286605835,3.962575674057007,3.9916951656341553,-0.029119491577148438,5.812443733215332
T1,1680,6,2,4.231801509857178,3.820575714111328,4.261847019195557,3.8089654445648193,0.4528815746307373,3.6539320945739746
T1,1680,7,3,3.783494710922241,3.903393507003784,3.8036656379699707,3.892754077911377,-0.08908843994140625,0.5613616108894348
T1,1680,8,3,4.285033226013184,4.155141830444336,4.275543212890625,4.1610260009765625,0.1145172119140625,0.7148640155792236
T1,1680,9,3,4.058909893035889,3.963571786880493,4.07354211807251,3.906686782836914,0.1668553352355957,-2.472101926803589
T1,1700,1,1,4.706368446350098,4.704861640930176,4.701199054718018,4.699670791625977,0.0015282630920410156,0.13837575912475586
T1,1700,2,1,4.657036304473877,4.657811641693115,4.655076026916504,4.656057834625244,-0.0009818077087402344,-0.1753380298614502
T1,1700,3,1,4.690864086151123,4.761348724365234,4.6922454833984375,4.761385440826416,-0.06913995742797852,13.132671356201172
T1,1700,4,2,3.7541897296905518,3.7660675048828125,3.7302589416503906,3.7495410442352295,-0.019282102584838867,0.5731990337371826
T1,1700,5,2,3.8309485912323,3.9008984565734863,3.8441591262817383,3.906743049621582,-0.06258392333984375,5.812443733215332
T1,1700,6,2,3.7786059379577637,3.6287782192230225,3.80841064453125,3.651766300201416,0.15664434432983398,3.6539320945739746
T1,1700,7,3,3.63606858253479,3.670403003692627,3.654484987258911,3.7153573036193848,-0.06087231636047363,0.5613616108894348
T1,1700,8,3,4.115030765533447,4.172374248504639,4.148948669433594,4.183988571166992,-0.03503990173339844,0.7148640155792236
T1,1700,9,3,3.4660472869873047,3.5920112133026123,3.5024070739746094,3.6619246006011963,-0.15951752662658691,-2.472101926803589
T1,1720,1,1,5.066738128662109,5.065842628479004,5.023828506469727,5.022977352142334,0.0008511543273925781,0.13837575912475586
T1,1720,2,1,4.645490646362305,4.646326065063477,4.658096790313721,4.659083366394043,-0.0009865760803222656,-0.1753380298614502
T1,1720,3,1,4.879706859588623,4.915104389190674,4.867220401763916,4.899145603179932,-0.031925201416015625,13.132671356201172
T1,1720,4,2,3.4397151470184326,3.4428141117095947,3.4514031410217285,3.4518611431121826,-0.00045800209045410156,0.5731990337371826
T1,1720,5,2,3.685231924057007,3.7177011966705322,3.7166857719421387,3.757338047027588,-0.04065227508544922,5.812443733215332
T1,1720,6,2,3.59340500831604,3.4788639545440674,3.59346342086792,3.4694583415985107,0.12400507926940918,3.6539320945739746
T1,1720,7,3,3.448464870452881,3.5346322059631348,3.4457035064697266,3.525637626647949,-0.07993412017822266,0.5613616108894348
T1,1720,8,3,4.410928249359131,4.343934535980225,4.368268966674805,4.329804420471191,0.03846454620361328,0.7148640155792236
T1,1720,9,3,3.7253921031951904,3.2038979530334473,3.71223783493042,3.209519386291504,0.502718448638916,-2.472101926803589
T1,1740,1,1,5.160893440246582,5.160197734832764,5.188117980957031,5.187311172485352,0.0008068084716796875,0.13837575912475586
T1,1740,2,1,4.673371315002441,4.673198699951172,4.675086975097656,4.675077438354492,9.5367431640625e-06,-0.1753380298614502
T1,1740,3,1,4.45566987991333,4.528863430023193,4.485971927642822,4.568904876708984,-0.08293294906616211,13.132671356201172
T1,1740,4,2,4.055136203765869,4.026883602142334,4.020026206970215,3.991008996963501,0.029017210006713867,0.5731990337371826
T1,1740,5,2,3.526871681213379,3.543238401412964,3.512115478515625,3.5191032886505127,-0.006987810134887695,5.812443733215332
T1,1740,6,2,3.798469066619873,3.5809884071350098,3.779679298400879,3.5749642848968506,0.20471501350402832,3.6539320945739746
T1,1740,7,3,3.5583627223968506,3.618786334991455,3.5199246406555176,3.5931339263916016,-0.07320928573608398,0.5613616108894348
T1,1740,8,3,3.7551016807556152,3.681680679321289,3.7810583114624023,3.711674690246582,0.06938362121582031,0.7148640155792236
T1,1740,9,3,4.097990036010742,3.332846164703369,4.050631523132324,3.287869453430176,0.7627620697021484,-2.472101926803589
T1,1760,1,1,5.478220462799072,5.476651191711426,5.448707580566406,5.447181701660156,0.00152587890625,0.13837575912475586
T1,1760,2,1,4.786245346069336,4.78707218170166,4.785393714904785,4.786089897155762,-0.0006961822509765625,-0.1753380298614502
T1,1760,3,1,4.568361759185791,4.6436238288879395,4.474717140197754,4.55380392074585,-0.0790867805480957,13.132671356201172
T1,1760,4,2,4.16362190246582,4.1465582847595215,4.17734956741333,4.15853214263916,0.018817424774169922,0.5731990337371826
T1,1760,5,2,3.4987871646881104,3.468261241912842,3.51228404045105,3.481163501739502,0.03112053871154785,5.812443733215332
T1,1760,6,2,3.9459354877471924,3.559596538543701,3.945411205291748,3.5675711631774902,0.3778400421142578,3.6539320945739746
T1,1760,7,3,3.6546905040740967,3.9635674953460693,3.67443585395813,3.9716315269470215,-0.2971956729888916,0.5613616108894348
T1,1760,8,3,3.1583666801452637,3.0927395820617676,3.148782968521118,3.0916619300842285,0.05712103843688965,0.7148640155792236
T1,1760,9,3,4.64659309387207,3.907900333404541,4.624244689941406,3.8752222061157227,0.7490224838256836,-2.472101926803589
T1,1780,1,1,5.584574222564697,5.583617210388184,5.586134433746338,5.585022449493408,0.0011119842529296875,0.13837575912475586
T1,1780,2,1,4.572947025299072,4.572925090789795,4.58283805847168,4.582799911499023,3.814697265625e-05,-0.1753380298614502
T1,1780,3,1,5.296672821044922,5.381917476654053,5.280084133148193,5.366302490234375,-0.08621835708618164,13.132671356201172
T1,1780,4,2,4.112775802612305,4.120279788970947,4.1482133865356445,4.155632495880127,-0.007419109344482422,0.5731990337371826
T1,1780,5,2,3.2681894302368164,3.2724266052246094,3.2647769451141357,3.267838954925537,-0.003062009811401367,5.812443733215332
T1,1780,6,2,3.944108724594116,3.4561526775360107,3.9448418617248535,3.45267391204834,0.49216794967651367,3.6539320945739746
T1,1780,7,3,3.541632890701294,3.7354583740234375,3.533977746963501,3.714226722717285,-0.18024897575378418,0.5613616108894348
T1,1780,8,3,3.70139217376709,3.505859851837158,3.6522793769836426,3.4481379985809326,0.20414137840270996,0.7148640155792236
T1,1780,9,3,4.196578025817871,4.517545700073242,4.238972187042236,4.496456623077393,-0.25748443603515625,-2.472101926803589
T1,1800,1,1,5.387117862701416,5.39398717880249,5.386618614196777,5.3924174308776855,-0.005798816680908203,4.060117244720459
T1,1800,2,1,4.719278812408447,4.718918323516846,4.6880364418029785,4.692739486694336,-0.004703044891357422,3.7600955963134766
T1,1800,3,1,5.186401844024658,5.265175819396973,5.204812526702881,5.277431488037109,-0.07261896133422852,9.698990821838379
T1,1800,4,2,3.729248046875,3.7256669998168945,3.748295545578003,3.744676351547241,0.0036191940307617188,-3.294952630996704
T1,1800,5,2,3.235691547393799,3.221893072128296,3.242527961730957,3.2275118827819824,0.01501607894897461,2.051807165145874
T1,1800,6,2,3.897156238555908,3.5619852542877197,3.9174246788024902,3.5737180709838867,0.3437066078186035,4.485422134399414
T1,1800,7,3,3.803917646408081,3.79140567779541,3.794097661972046,3.792069911956787,0.002027750015258789,0.19706282019615173
T1,1800,8,3,3.8815250396728516,3.830800771713257,3.8644936084747314,3.8184328079223633,0.046060800552368164,-0.35627591609954834
T1,1800,9,3,3.6117968559265137,3.9912681579589844,3.6335034370422363,4.035029888153076,-0.40152645111083984,-0.13775897026062012
T1,1820,1,1,5.293002605438232,5.321331024169922,5.302462100982666,5.326575756072998,-0.02411365509033203,4.060117244720459
T1,1820,2,1,5.173611164093018,5.148420810699463,5.175238609313965,5.153393268585205,0.021845340728759766,3.7600955963134766
T1,1820,3,1,4.987388610839844,5.123602867126465,4.951786994934082,5.092541694641113,-0.14075469970703125,9.698990821838379
T1,1820,4,2,3.564258098602295,3.5628116130828857,3.568910598754883,3.5682456493377686,0.0006649494171142578,-3.294952630996704
T1,1820,5,2,3.263476610183716,3.265425205230713,3.2616546154022217,3.2624781131744385,-0.0008234977722167969,2.051807165145874
T1,1820,6,2,3.483229398727417,3.4895923137664795,3.506347894668579,3.496446132659912,0.009901762008666992,4.485422134399414
T1,1820,7,3,3.7322025299072266,3.72605562210083,3.7450902462005615,3.730966091156006,0.014124155044555664,0.19706282019615173
T1,1820,8,3,4.189772605895996,4.122727870941162,4.164142608642578,4.078758239746094,0.08538436889648438,-0.35627591609954834
T1,1820,9,3,3.9081695079803467,3.9765429496765137,3.9131548404693604,3.978694200515747,-0.06553936004638672,-0.13775897026062012
T1,1840,1,1,5.133547782897949,5.138455390930176,5.160881519317627,5.168308258056641,-0.007426738739013672,4.060117244720459
T1,1840,2,1,4.660455226898193,4.669882774353027,4.655889987945557,4.663946151733398,-0.008056163787841797,3.7600955963134766
T1,1840,3,1,5.524243354797363,5.580901622772217,5.454051971435547,5.512477874755859,-0.0584259033203125,9.698990821838379
T1,1840,4,2,3.677802562713623,3.704350471496582,3.6896848678588867,3.7152228355407715,-0.025537967681884766,-3.294952630996704
T1,1840,5,2,3.6409952640533447,3.6478359699249268,3.613964319229126,3.62200927734375,-0.008044958114624023,2.051807165145874
T1,1840,6,2,3.7470176219940186,3.866115093231201,3.7102086544036865,3.8156065940856934,-0.10539793968200684,4.485422134399414
T1,1840,7,3,3.4824776649475098,3.7072622776031494,3.418426752090454,3.702056407928467,-0.2836296558380127,0.19706282019615173
T1,1840,8,3,4.044597148895264,4.108480453491211,4.088869571685791,4.142494201660156,-0.053624629974365234,-0.35627591609954834
T1,1840,9,3,4.304299354553223,4.032998085021973,4.294064521789551,4.0115556716918945,0.28250885009765625,-0.13775897026062012
T1,1860,1,1,5.623470783233643,5.629921913146973,5.597509384155273,5.602333068847656,-0.0048236846923828125,4.060117244720459
T1,1860,2,1,4.5765156745910645,4.57230281829834,4.591000556945801,4.586836814880371,0.0041637420654296875,3.7600955963134766
T1,1860,3,1,5.703883647918701,5.724375247955322,5.749929428100586,5.770689010620117,-0.02075958251953125,9.698990821838379
T1,1860,4,2,3.3498072624206543,3.354789972305298,3.306245803833008,3.3046069145202637,0.0016388893127441406,-3.294952630996704
T1,1860,5,2,3.7603769302368164,3.781749725341797,3.7562878131866455,3.777165412902832,-0.020877599716186523,2.051807165145874
T1,1860,6,2,3.8655104637145996,3.8954918384552,3.890197515487671,3.9208669662475586,-0.030669450759887695,4.485422134399414
T1,1860,7,3,4.489861965179443,3.996371030807495,4.473379135131836,3.9671807289123535,0.5061984062194824,0.19706282019615173
T1,1860,8,3,3.690119743347168,3.7515673637390137,3.696068286895752,3.7497293949127197,-0.05366110801696777,-0.35627591609954834
T1,1860,9,3,3.9855880737304688,4.063039302825928,4.004642486572266,4.117001533508301,-0.11235904693603516,-0.13775897026062012
T1,1880,1,1,5.162010192871094,5.192075252532959,5.222412109375,5.252881050109863,-0.03046894073486328,4.060117244720459
T1,1880,2,1,5.186978340148926,5.2099761962890625,5.137443542480469,5.1611151695251465,-0.023671627044677734,3.7600955963134766
T1,1880,3,1,5.339596271514893,5.339199542999268,5.337885856628418,5.333893775939941,0.0039920806884765625,9.698990821838379
T1,1880,4,2,3.7219440937042236,3.790252208709717,3.6931557655334473,3.760667085647583,-0.06751132011413574,-3.294952630996704
T1,1880,5,2,3.7351300716400146,3.7388596534729004,3.738755226135254,3.743703603744507,-0.00494837760925293,2.051807165145874
T1,1880,6,2,3.223952531814575,3.295325517654419,3.188746690750122,3.269955635070801,-0.08120894432067871,4.485422134399414
T1,1880,7,3,4.190614223480225,4.329000949859619,4.204822540283203,4.324434280395508,-0.11961174011230469,0.19706282019615173
T1,1880,8,3,3.4037294387817383,3.5058212280273438,3.4404051303863525,3.5295205116271973,-0.08911538124084473,-0.35627591609954834
T1,1880,9,3,4.232053279876709,3.905724287033081,4.168702125549316,3.8730716705322266,0.29563045501708984,-0.13775897026062012
T1,1900,1,1,5.213802814483643,5.216970920562744,5.219952583312988,5.221431255340576,-0.0014786720275878906,4.060117244720459
T1,1900,2,1,5.4707136154174805,5.466280460357666,5.498470306396484,5.4921464920043945,0.006323814392089844,3.7600955963134766
T1,1900,3,1,5.135773658752441,5.18062686920166,5.178802490234375,5.218817710876465,-0.040015220642089844,9.698990821838379
T1,1900,4,2,4.027751922607422,4.041099548339844,4.006591796875,4.027412414550781,-0.02082061767578125,-3.294952630996704
T1,1900,5,2,3.7385098934173584,3.726311445236206,3.7317018508911133,3.7224373817443848,0.009264469146728516,2.051807165145874
T1,1900,6,2,3.6322898864746094,3.52585768699646,3.6145551204681396,3.5137393474578857,0.1008157730102539,4.485422134399414
T1,1900,7,3,4.22309684753418,4.232083320617676,4.239271640777588,4.25368595123291,-0.014414310455322266,0.19706282019615173
T1,1900,8,3,3.334895610809326,3.318039894104004,3.3590738773345947,3.323640823364258,0.035433053970336914,-0.35627591609954834
T1,1900,9,3,4.384731292724609,3.9860880374908447,4.415186405181885,4.006997108459473,0.4081892967224121,-0.13775897026062012
T1,1920,1,1,4.837893962860107,4.855467319488525,4.859789848327637,4.880061626434326,-0.020271778106689453,4.060117244720459
T1,1920,2,1,5.226846218109131,5.241322040557861,5.224765300750732,5.242278575897217,-0.017513275146484375,3.7600955963134766
T1,1920,3,1,5.402186870574951,5.416428089141846,5.3883442878723145,5.406733512878418,-0.018389225006103516,9.698990821838379
T1,1920,4,2,3.8441450595855713,3.793666362762451,3.865060329437256,3.8132381439208984,0.05182218551635742,-3.294952630996704
T1,1920,5,2,3.3711299896240234,3.3557305335998535,3.4033567905426025,3.384836435317993,0.018520355224609375,2.051807165145874
T1,1920,6,2,3.88057017326355,3.752723217010498,3.8745057582855225,3.7352242469787598,0.1392815113067627,4.485422134399414
T1,1920,7,3,3.9194319248199463,3.8819825649261475,3.9523415565490723,3.914451837539673,0.037889719009399414,0.19706282019615173
T1,1920,8,3,3.4287455081939697,3.1980676651000977,3.39936900138855,3.198302745819092,0.201066255569458,-0.35627591609954834
T1,1920,9,3,3.983771562576294,3.800187587738037,3.969907283782959,3.7950217723846436,0.17488551139831543,-0.13775897026062012
T1,1940,1,1,4.848067283630371,4.861184597015381,4.852910041809082,4.868829250335693,-0.015919208526611328,4.060117244720459
T1,1940,2,1,5.184004306793213,5.191495895385742,5.228784561157227,5.233736515045166,-0.004951953887939453,3.7600955963134766
T1,1940,3,1,5.165737628936768,5.251456260681152,5.175992012023926,5.267106056213379,-0.09111404418945312,9.698990821838379
T1,1940,4,2,3.7174935340881348,3.7214205265045166,3.7166833877563477,3.7161009311676025,0.0005824565887451172,-3.294952630996704
T1,1940,5,2,3.2186968326568604,3.248814344406128,3.1893017292022705,3.2161080837249756,-0.026806354522705078,2.051807165145874
T1,1940,6,2,4.001871585845947,3.929056167602539,3.963808536529541,3.8583688735961914,0.10543966293334961,4.485422134399414
T1,1940,7,3,3.6527822017669678,3.670562267303467,3.587261199951172,3.612328290939331,-0.02506709098815918,0.19706282019615173
T1,1940,8,3,4.024220943450928,3.9586071968078613,3.960737943649292,3.8733177185058594,0.08742022514343262,-0.35627591609954834
T1,1940,9,3,3.7151665687561035,3.63076114654541,3.736560106277466,3.696378231048584,0.040181875228881836,-0.13775897026062012
T1,1960,1,1,4.792102336883545,4.803119659423828,4.816711902618408,4.828095436096191,-0.011383533477783203,4.060117244720459
T1,1960,2,1,4.955948352813721,4.960113048553467,4.94700813293457,4.945645332336426,0.0013628005981445312,3.7600955963134766
T1,1960,3,1,5.265735149383545,5.316442966461182,5.253049373626709,5.3040876388549805,-0.051038265228271484,9.698990821838379
T1,1960,4,2,3.3972952365875244,3.4028377532958984,3.433480739593506,3.444145679473877,-0.010664939880371094,-3.294952630996704
T1,1960,5,2,3.4001829624176025,3.457942485809326,3.401188373565674,3.4600253105163574,-0.058836936950683594,2.051807165145874
T1,1960,6,2,3.9688830375671387,4.196140289306641,3.9641902446746826,4.200298309326172,-0.23610806465148926,4.485422134399414
T1,1960,7,3,3.908236026763916,3.925394058227539,3.9571433067321777,3.9680216312408447,-0.010878324508666992,0.19706282019615173
T1,1960,8,3,4.489432334899902,4.587224006652832,4.568295478820801,4.669576168060303,-0.10128068923950195,-0.35627591609954834
T1,1960,9,3,3.8573215007781982,3.3969202041625977,3.854630708694458,3.3327925205230713,0.5218381881713867,-0.13775897026062012
T1,1980,1,1,4.776246070861816,4.797659873962402,4.778610706329346,4.802788734436035,-0.024178028106689453,4.060117244720459
T1,1980,2,1,4.732187271118164,4.717452049255371,4.730295181274414,4.7203450202941895,0.00995016098022461,3.7600955963134766
T1,1980,3,1,5.108551502227783,5.190995693206787,5.115230083465576,5.18440055847168,-0.06917047500610352,9.698990821838379
T1,1980,4,2,3.736668348312378,3.7476518154144287,3.735936403274536,3.728597402572632,0.007339000701904297,-3.294952630996704
T1,1980,5,2,3.3781862258911133,3.4411280155181885,3.3798890113830566,3.4401962757110596,-0.06030726432800293,2.051807165145874
T1,1980,6,2,4.2367963790893555,4.55496072769165,4.236870288848877,4.559401988983154,-0.32253170013427734,4.485422134399414
T1,1980,7,3,3.642812728881836,3.6010942459106445,3.6250243186950684,3.5835299491882324,0.04149436950683594,0.19706282019615173
T1,1980,8,3,3.793498992919922,3.8004472255706787,3.822826385498047,3.840219020843506,-0.017392635345458984,-0.35627591609954834
T1,1980,9,3,3.910978078842163,3.696155309677124,3.934563159942627,3.7289347648620605,0.2056283950805664,-0.13775897026062012
T1,2000,1,1,4.536013603210449,4.553459167480469,4.546442031860352,4.561066150665283,-0.01462411880493164,4.060117244720459
T1,2000,2,1,4.62563419342041,4.6346435546875,4.6360297203063965,4.643277645111084,-0.0072479248046875,3.7600955963134766
T1,2000,3,1,5.068745136260986,5.1445817947387695,5.073590278625488,5.154911041259766,-0.08132076263427734,9.698990821838379
T1,2000,4,2,3.778641700744629,3.826467752456665,3.7932424545288086,3.8439416885375977,-0.05069923400878906,-3.294952630996704
T1,2000,5,2,3.9060332775115967,3.923933744430542,3.902888536453247,3.928837776184082,-0.02594923973083496,2.051807165145874
T1,2000,6,2,3.8838603496551514,3.9711081981658936,3.898430824279785,4.017994403839111,-0.11956357955932617,4.485422134399414
T1,2000,7,3,4.317810535430908,4.289908409118652,4.273920059204102,4.245251655578613,0.02866840362548828,0.19706282019615173
T1,2000,8,3,3.8660295009613037,3.7772843837738037,3.863945960998535,3.776808500289917,0.08713746070861816,-0.35627591609954834
T1,2000,9,3,3.8518781661987305,3.5736751556396484,3.8125710487365723,3.553055763244629,0.25951528549194336,-0.13775897026062012
T1,2020,1,1,4.748677730560303,4.781321048736572,4.7182769775390625,4.745469093322754,-0.027192115783691406,4.060117244720459
T1,2020,2,1,4.537667274475098,4.553183078765869,4.523552417755127,4.544187068939209,-0.02063465118408203,3.7600955963134766
T1,2020,3,1,4.668367385864258,4.737742900848389,4.7126784324646,4.793313980102539,-0.08063554763793945,9.698990821838379
T1,2020,4,2,3.535581350326538,3.5352730751037598,3.5509798526763916,3.5565738677978516,-0.005594015121459961,-3.294952630996704
T1,2020,5,2,3.5582759380340576,3.563587188720703,3.5769202709198,3.5833516120910645,-0.0064313411712646484,2.051807165145874
T1,2020,6,2,3.9087722301483154,3.8075904846191406,3.8970212936401367,3.810774326324463,0.08624696731567383,4.485422134399414
T1,2020,7,3,4.300429821014404,4.393640518188477,4.294125080108643,4.37630558013916,-0.08218050003051758,0.19706282019615173
T1,2020,8,3,4.152332305908203,4.0875678062438965,4.155823230743408,4.08958101272583,0.06624221801757812,-0.35627591609954834
T1,2020,9,3,3.7778680324554443,3.4097158908843994,3.8092031478881836,3.3943800926208496,0.414823055267334,-0.13775897026062012
T1,2040,1,1,4.771207332611084,4.787971019744873,4.772655487060547,4.790023326873779,-0.017367839813232422,4.060117244720459
T1,2040,2,1,5.150313854217529,5.163102149963379,5.119656562805176,5.131239891052246,-0.011583328247070312,3.7600955963134766
T1,2040,3,1,4.59871244430542,4.655312538146973,4.60005521774292,4.642070770263672,-0.04201555252075195,9.698990821838379
T1,2040,4,2,3.5489304065704346,3.5798070430755615,3.5446243286132812,3.570580005645752,-0.025955677032470703,-3.294952630996704
T1,2040,5,2,3.38726544380188,3.412310838699341,3.3858466148376465,3.4069714546203613,-0.021124839782714844,2.051807165145874
T1,2040,6,2,4.007193565368652,3.88840389251709,4.007935523986816,3.8848509788513184,0.12308454513549805,4.485422134399414
T1,2040,7,3,4.831625938415527,4.842609882354736,4.858658313751221,4.879598140716553,-0.02093982696533203,0.19706282019615173
T1,2040,8,3,3.645249366760254,3.6316099166870117,3.6768455505371094,3.6556389331817627,0.02120661735534668,-0.35627591609954834
T1,2040,9,3,3.6664979457855225,3.098881483078003,3.636040687561035,3.151583433151245,0.48445725440979004,-0.13775897026062012
T1,2060,1,1,4.769169330596924,4.756603240966797,4.7548441886901855,4.741837501525879,0.01300668716430664,4.060117244720459
T1,2060,2,1,5.1746506690979,5.205321788787842,5.145578861236572,5.173145294189453,-0.02756643295288086,3.7600955963134766
T1,2060,3,1,5.017584800720215,5.050539493560791,5.018576622009277,5.049226760864258,-0.03065013885498047,9.698990821838379
