family,time_s,turbine,row,MPC_disk_normal_m_s,NOYAW_disk_normal_m_s,MPC_filtered_disk_m_s,NOYAW_filtered_disk_m_s,delta_filtered_disk_m_s,yaw_deg
T2,1080,7,3,6.606566905975342,6.524500370025635,6.624190807342529,6.541826248168945,0.08236455917358398,-10.790538787841797
T2,1080,8,3,5.740264892578125,5.6561102867126465,5.771401405334473,5.700514316558838,0.07088708877563477,-11.160933494567871
T2,1080,9,3,5.237626552581787,5.193931579589844,5.227958679199219,5.179201602935791,0.048757076263427734,-10.611364364624023
T2,1100,1,1,5.781678676605225,5.824087142944336,5.768490791320801,5.807100296020508,-0.03860950469970703,2.9482498168945312
T2,1100,2,1,5.381562232971191,5.405194282531738,5.387463569641113,5.4091997146606445,-0.02173614501953125,1.1678967475891113
T2,1100,3,1,6.275607109069824,6.294843673706055,6.307109832763672,6.327367782592773,-0.020257949829101562,1.2134895324707031
T2,1100,4,2,6.050324440002441,5.9648895263671875,6.084489822387695,5.999893665313721,0.08459615707397461,-2.57651686668396
T2,1100,5,2,5.4549031257629395,5.4300761222839355,5.470353603363037,5.4409871101379395,0.029366493225097656,-2.0566632747650146
T2,1100,6,2,4.792996406555176,4.771530628204346,4.776705265045166,4.758374214172363,0.018331050872802734,0.42043089866638184
T2,1100,7,3,6.647167205810547,6.564572811126709,6.671494007110596,6.580746650695801,0.09074735641479492,-10.790538787841797
T2,1100,8,3,5.525782585144043,5.472114086151123,5.5569071769714355,5.494452953338623,0.0624542236328125,-11.160933494567871
T2,1100,9,3,5.570693016052246,5.571738243103027,5.562728404998779,5.563736915588379,-0.0010085105895996094,-10.611364364624023
T2,1120,1,1,5.842822074890137,5.902718544006348,5.8213396072387695,5.878688812255859,-0.057349205017089844,2.9482498168945312
T2,1120,2,1,5.202642917633057,5.222949981689453,5.1973347663879395,5.218407154083252,-0.0210723876953125,1.1678967475891113
T2,1120,3,1,6.605682849884033,6.617109298706055,6.610474586486816,6.6201300621032715,-0.009655475616455078,1.2134895324707031
T2,1120,4,2,5.784156799316406,5.731024265289307,5.760759353637695,5.7104997634887695,0.05025959014892578,-2.57651686668396
T2,1120,5,2,4.772018909454346,4.733418941497803,4.80932092666626,4.774947166442871,0.03437376022338867,-2.0566632747650146
T2,1120,6,2,5.7620320320129395,5.736454010009766,5.697516918182373,5.670637130737305,0.02687978744506836,0.42043089866638184
T2,1120,7,3,6.44709587097168,6.414599895477295,6.438046932220459,6.399550437927246,0.03849649429321289,-10.790538787841797
T2,1120,8,3,5.852091312408447,5.771416187286377,5.816084384918213,5.736032962799072,0.08005142211914062,-11.160933494567871
T2,1120,9,3,5.810425281524658,5.700835227966309,5.8340349197387695,5.721811294555664,0.11222362518310547,-10.611364364624023
T2,1140,1,1,5.839418888092041,5.888693332672119,5.851436138153076,5.901106357574463,-0.04967021942138672,2.9482498168945312
T2,1140,2,1,5.252284049987793,5.2644524574279785,5.268650054931641,5.2801103591918945,-0.011460304260253906,1.1678967475891113
T2,1140,3,1,6.801089286804199,6.816335678100586,6.781513214111328,6.797284126281738,-0.015770912170410156,1.2134895324707031
T2,1140,4,2,6.190798282623291,6.142000675201416,6.157807350158691,6.107516288757324,0.05029106140136719,-2.57651686668396
T2,1140,5,2,4.892473220825195,4.845335006713867,4.867693901062012,4.819618225097656,0.04807567596435547,-2.0566632747650146
T2,1140,6,2,6.198580741882324,6.174855709075928,6.185856342315674,6.162220001220703,0.023636341094970703,0.42043089866638184
T2,1140,7,3,6.530601978302002,6.477924346923828,6.524627685546875,6.465996265411377,0.05863142013549805,-10.790538787841797
T2,1140,8,3,5.707883834838867,5.645044326782227,5.733782768249512,5.677430629730225,0.05635213851928711,-11.160933494567871
T2,1140,9,3,5.482673645019531,5.465735912322998,5.519917011260986,5.497385501861572,0.022531509399414062,-10.611364364624023
T2,1160,1,1,5.838992118835449,5.882183074951172,5.877237796783447,5.918246746063232,-0.041008949279785156,2.9482498168945312
T2,1160,2,1,5.156539440155029,5.166787147521973,5.123764991760254,5.133798599243164,-0.010033607482910156,1.1678967475891113
T2,1160,3,1,6.881085395812988,6.89786434173584,6.928999900817871,6.945278167724609,-0.01627826690673828,1.2134895324707031
T2,1160,4,2,5.895303726196289,5.857562065124512,5.93085241317749,5.895448207855225,0.035404205322265625,-2.57651686668396
T2,1160,5,2,5.50526762008667,5.4944891929626465,5.455385208129883,5.445272922515869,0.010112285614013672,-2.0566632747650146
T2,1160,6,2,6.134090423583984,6.116699695587158,6.125237941741943,6.110599517822266,0.014638423919677734,0.42043089866638184
T2,1160,7,3,6.033795356750488,6.02587366104126,6.0930891036987305,6.065869331359863,0.027219772338867188,-10.790538787841797
T2,1160,8,3,5.102087020874023,5.114612579345703,5.158201217651367,5.146162033081055,0.0120391845703125,-11.160933494567871
T2,1160,9,3,5.477128028869629,5.432614326477051,5.449737071990967,5.4072489738464355,0.04248809814453125,-10.611364364624023
T2,1180,1,1,5.812917709350586,5.8550705909729,5.8431878089904785,5.883637428283691,-0.04044961929321289,2.9482498168945312
T2,1180,2,1,5.3787431716918945,5.394115924835205,5.35479211807251,5.3703203201293945,-0.015528202056884766,1.1678967475891113
T2,1180,3,1,6.423323631286621,6.440474987030029,6.431731224060059,6.448301792144775,-0.016570568084716797,1.2134895324707031
T2,1180,4,2,5.905333995819092,5.867812156677246,5.891026496887207,5.85316276550293,0.037863731384277344,-2.57651686668396
T2,1180,5,2,5.7402191162109375,5.720733165740967,5.715993404388428,5.695353984832764,0.020639419555664062,-2.0566632747650146
T2,1180,6,2,6.393889427185059,6.392634868621826,6.457647323608398,6.4548211097717285,0.002826213836669922,0.42043089866638184
T2,1180,7,3,6.187833786010742,6.108557224273682,6.200851917266846,6.1342902183532715,0.06656169891357422,-10.790538787841797
T2,1180,8,3,5.112947463989258,5.021117210388184,5.050655364990234,4.968934535980225,0.08172082901000977,-11.160933494567871
T2,1180,9,3,5.1284918785095215,5.132145881652832,5.139245510101318,5.148508548736572,-0.009263038635253906,-10.611364364624023
T2,1200,1,1,5.396422863006592,5.432444095611572,5.422060489654541,5.4579267501831055,-0.03586626052856445,6.137267112731934
T2,1200,2,1,5.307709693908691,5.411908149719238,5.317475318908691,5.425654411315918,-0.10817909240722656,5.156679630279541
T2,1200,3,1,6.379417419433594,6.467456817626953,6.359569072723389,6.449795722961426,-0.09022665023803711,4.094793319702148
T2,1200,4,2,5.462131023406982,5.485941410064697,5.413534641265869,5.438111305236816,-0.024576663970947266,1.3258798122406006
T2,1200,5,2,6.027728080749512,6.0430426597595215,6.006595611572266,6.020429611206055,-0.013833999633789062,1.4536213874816895
T2,1200,6,2,5.823156356811523,5.817789554595947,5.822932243347168,5.818592548370361,0.004339694976806641,0.9065964221954346
T2,1200,7,3,6.270280838012695,6.184919357299805,6.267082214355469,6.186979293823242,0.08010292053222656,-7.876675128936768
T2,1200,8,3,5.147119998931885,5.203128337860107,5.22172212600708,5.275224685668945,-0.053502559661865234,-7.472644805908203
T2,1200,9,3,5.630743503570557,5.535608768463135,5.6091156005859375,5.517029762268066,0.0920858383178711,-6.888609886169434
T2,1220,1,1,5.539140701293945,5.624377250671387,5.541039943695068,5.630695343017578,-0.08965539932250977,6.137267112731934
T2,1220,2,1,4.910993576049805,4.915721893310547,4.923437595367432,4.932892322540283,-0.009454727172851562,5.156679630279541
T2,1220,3,1,6.052886009216309,6.119588375091553,6.078396797180176,6.145232677459717,-0.06683588027954102,4.094793319702148
T2,1220,4,2,5.804715633392334,5.7982096672058105,5.820957660675049,5.817446708679199,0.0035109519958496094,1.3258798122406006
T2,1220,5,2,6.079041481018066,6.096207618713379,6.07525110244751,6.092044353485107,-0.016793251037597656,1.4536213874816895
T2,1220,6,2,5.9920172691345215,5.970038414001465,5.991823196411133,5.971458435058594,0.020364761352539062,0.9065964221954346
T2,1220,7,3,6.000905513763428,5.849897861480713,5.989109516143799,5.839115619659424,0.149993896484375,-7.876675128936768
T2,1220,8,3,5.687763214111328,5.623471260070801,5.5913920402526855,5.5435895919799805,0.04780244827270508,-7.472644805908203
T2,1220,9,3,5.840705394744873,5.783435821533203,5.820599555969238,5.766536712646484,0.054062843322753906,-6.888609886169434
T2,1240,1,1,5.298849582672119,5.354174613952637,5.319618225097656,5.372382164001465,-0.052763938903808594,6.137267112731934
T2,1240,2,1,5.019090175628662,5.08299446105957,5.016378402709961,5.0796427726745605,-0.06326436996459961,5.156679630279541
T2,1240,3,1,6.058099746704102,6.119271278381348,6.047350883483887,6.110507011413574,-0.0631561279296875,4.094793319702148
T2,1240,4,2,5.662474632263184,5.688939571380615,5.70546817779541,5.732097625732422,-0.02662944793701172,1.3258798122406006
T2,1240,5,2,6.437251091003418,6.452868938446045,6.3686299324035645,6.386672019958496,-0.01804208755493164,1.4536213874816895
T2,1240,6,2,5.875040531158447,5.824501037597656,5.9150285720825195,5.865146636962891,0.049881935119628906,0.9065964221954346
T2,1240,7,3,5.811950206756592,5.697279453277588,5.825832366943359,5.714191436767578,0.11164093017578125,-7.876675128936768
T2,1240,8,3,5.636768341064453,5.563112258911133,5.612583160400391,5.526881217956543,0.08570194244384766,-7.472644805908203
T2,1240,9,3,5.7140936851501465,5.756719589233398,5.7423624992370605,5.7721266746521,-0.029764175415039062,-6.888609886169434
T2,1260,1,1,5.218502998352051,5.257941246032715,5.2238945960998535,5.267389297485352,-0.04349470138549805,6.137267112731934
T2,1260,2,1,4.738407611846924,4.770094394683838,4.722966194152832,4.759073257446289,-0.03610706329345703,5.156679630279541
T2,1260,3,1,6.401197910308838,6.427350997924805,6.425807952880859,6.45670223236084,-0.03089427947998047,4.094793319702148
T2,1260,4,2,5.552359580993652,5.556408882141113,5.53153133392334,5.540892601013184,-0.00936126708984375,1.3258798122406006
T2,1260,5,2,5.983139514923096,5.998438358306885,6.030704498291016,6.0453996658325195,-0.014695167541503906,1.4536213874816895
T2,1260,6,2,6.059275150299072,6.0111823081970215,5.977811813354492,5.928850173950195,0.048961639404296875,0.9065964221954346
T2,1260,7,3,5.598864555358887,5.521271228790283,5.604018211364746,5.522406578063965,0.08161163330078125,-7.876675128936768
T2,1260,8,3,5.3674516677856445,5.448838710784912,5.327451229095459,5.426711082458496,-0.09925985336303711,-7.472644805908203
T2,1260,9,3,5.683810234069824,5.64698600769043,5.6943511962890625,5.667107582092285,0.027243614196777344,-6.888609886169434
T2,1280,1,1,5.544682502746582,5.57969856262207,5.507944107055664,5.547690391540527,-0.03974628448486328,6.137267112731934
T2,1280,2,1,5.165053844451904,5.230250835418701,5.156711101531982,5.221649169921875,-0.06493806838989258,5.156679630279541
T2,1280,3,1,6.114398956298828,6.147140979766846,6.106260299682617,6.1456379890441895,-0.039377689361572266,4.094793319702148
T2,1280,4,2,5.669931411743164,5.650221824645996,5.68781042098999,5.667407512664795,0.020402908325195312,1.3258798122406006
T2,1280,5,2,5.966886043548584,5.990076541900635,5.956029891967773,5.981050968170166,-0.025021076202392578,1.4536213874816895
T2,1280,6,2,6.333744525909424,6.326755046844482,6.347740173339844,6.336817741394043,0.010922431945800781,0.9065964221954346
T2,1280,7,3,5.779211044311523,5.699751853942871,5.771651268005371,5.6963791847229,0.0752720832824707,-7.876675128936768
T2,1280,8,3,5.475790977478027,5.47633695602417,5.471225738525391,5.469983100891113,0.0012426376342773438,-7.472644805908203
T2,1280,9,3,5.861328601837158,5.767209053039551,5.872350692749023,5.778924465179443,0.09342622756958008,-6.888609886169434
T2,1300,1,1,5.632129669189453,5.6473774909973145,5.608134746551514,5.632421493530273,-0.024286746978759766,6.137267112731934
T2,1300,2,1,5.4939398765563965,5.539020538330078,5.448263168334961,5.493165016174316,-0.04490184783935547,5.156679630279541
T2,1300,3,1,6.120491981506348,6.156050682067871,6.10405158996582,6.137341022491455,-0.033289432525634766,4.094793319702148
T2,1300,4,2,5.1288299560546875,5.024435997009277,5.161586761474609,5.065782070159912,0.09580469131469727,1.3258798122406006
T2,1300,5,2,5.4229207038879395,5.436567306518555,5.4591064453125,5.4780049324035645,-0.018898487091064453,1.4536213874816895
T2,1300,6,2,6.207353115081787,6.232738494873047,6.2704758644104,6.291946887969971,-0.021471023559570312,0.9065964221954346
T2,1300,7,3,6.139019966125488,6.0864949226379395,6.163083553314209,6.10752010345459,0.05556344985961914,-7.876675128936768
T2,1300,8,3,5.286515712738037,5.305471420288086,5.258895397186279,5.27164888381958,-0.012753486633300781,-7.472644805908203
T2,1300,9,3,5.566262245178223,5.519216060638428,5.6014885902404785,5.555019378662109,0.04646921157836914,-6.888609886169434
T2,1320,1,1,5.921125411987305,5.960598945617676,5.8820037841796875,5.915860176086426,-0.03385639190673828,6.137267112731934
T2,1320,2,1,5.269214153289795,5.249721527099609,5.303734302520752,5.2860589027404785,0.017675399780273438,5.156679630279541
T2,1320,3,1,6.233987808227539,6.27548360824585,6.231014251708984,6.267930030822754,-0.03691577911376953,4.094793319702148
T2,1320,4,2,5.391597747802734,5.272576808929443,5.3844733238220215,5.2573323249816895,0.12714099884033203,1.3258798122406006
T2,1320,5,2,5.409111976623535,5.375004768371582,5.447202205657959,5.416666507720947,0.03053569793701172,1.4536213874816895
T2,1320,6,2,5.982430458068848,5.9686150550842285,6.016956329345703,5.9987077713012695,0.018248558044433594,0.9065964221954346
T2,1320,7,3,6.038169860839844,5.899411678314209,6.038280487060547,5.903496265411377,0.13478422164916992,-7.876675128936768
T2,1320,8,3,6.092238903045654,5.999955177307129,6.046497344970703,5.964272499084473,0.08222484588623047,-7.472644805908203
T2,1320,9,3,5.594555854797363,5.524234294891357,5.554647445678711,5.474869251251221,0.07977819442749023,-6.888609886169434
T2,1340,1,1,5.985337734222412,6.058835983276367,6.021164417266846,6.091461181640625,-0.0702967643737793,6.137267112731934
T2,1340,2,1,5.382155418395996,5.354052543640137,5.354970932006836,5.328781604766846,0.026189327239990234,5.156679630279541
T2,1340,3,1,6.06590461730957,6.076791286468506,6.036428928375244,6.04686975479126,-0.010440826416015625,4.094793319702148
T2,1340,4,2,4.886277675628662,4.802114486694336,4.921675682067871,4.850136756896973,0.07153892517089844,1.3258798122406006
T2,1340,5,2,5.1739678382873535,5.037178993225098,5.158627986907959,5.030853271484375,0.12777471542358398,1.4536213874816895
T2,1340,6,2,6.112477779388428,6.0654520988464355,6.12030029296875,6.077796459197998,0.04250383377075195,0.9065964221954346
T2,1340,7,3,5.7502546310424805,5.648474216461182,5.7802958488464355,5.674159049987793,0.10613679885864258,-7.876675128936768
T2,1340,8,3,6.365251541137695,6.240288734436035,6.309081554412842,6.1923627853393555,0.11671876907348633,-7.472644805908203
T2,1340,9,3,5.622443199157715,5.537839412689209,5.591618537902832,5.5169267654418945,0.0746917724609375,-6.888609886169434
T2,1360,1,1,5.978625297546387,6.001563549041748,5.95688009262085,5.976553916931152,-0.019673824310302734,6.137267112731934
T2,1360,2,1,5.7304277420043945,5.78737735748291,5.729328155517578,5.774019241333008,-0.04469108581542969,5.156679630279541
T2,1360,3,1,6.404114723205566,6.4029035568237305,6.406928062438965,6.403022289276123,0.003905773162841797,4.094793319702148
T2,1360,4,2,4.935544013977051,4.835158824920654,4.95491361618042,4.8489766120910645,0.10593700408935547,1.3258798122406006
T2,1360,5,2,4.707357883453369,4.548554420471191,4.709483623504639,4.5753068923950195,0.13417673110961914,1.4536213874816895
T2,1360,6,2,5.59519624710083,5.498096466064453,5.587809085845947,5.489478588104248,0.09833049774169922,0.9065964221954346
T2,1360,7,3,5.743630886077881,5.66414213180542,5.762320518493652,5.673129558563232,0.08919095993041992,-7.876675128936768
T2,1360,8,3,5.968570709228516,5.840827465057373,6.01705265045166,5.885714530944824,0.13133811950683594,-7.472644805908203
T2,1360,9,3,6.015073776245117,6.031559467315674,5.991539478302002,6.019195556640625,-0.027656078338623047,-6.888609886169434
T2,1380,1,1,5.941920757293701,5.9665398597717285,5.952404022216797,5.977683067321777,-0.02527904510498047,6.137267112731934
T2,1380,2,1,5.4143877029418945,5.4449238777160645,5.444181442260742,5.477104187011719,-0.03292274475097656,5.156679630279541
T2,1380,3,1,6.706406116485596,6.71696662902832,6.66464900970459,6.68098258972168,-0.016333580017089844,4.094793319702148
T2,1380,4,2,4.488992214202881,4.330170154571533,4.525657653808594,4.37198543548584,0.1536722183227539,1.3258798122406006
T2,1380,5,2,4.419381141662598,4.223793029785156,4.490589618682861,4.2862043380737305,0.20438528060913086,1.4536213874816895
T2,1380,6,2,5.095737457275391,5.0375189781188965,5.16987943649292,5.112281322479248,0.057598114013671875,0.9065964221954346
T2,1380,7,3,5.181366443634033,5.093430519104004,5.206197738647461,5.135175704956055,0.07102203369140625,-7.876675128936768
T2,1380,8,3,5.356605052947998,5.31802225112915,5.3878045082092285,5.351363658905029,0.03644084930419922,-7.472644805908203
T2,1380,9,3,6.254494667053223,6.238813877105713,6.20186710357666,6.186250686645508,0.015616416931152344,-6.888609886169434
T2,1400,1,1,5.64486837387085,5.641021728515625,5.648482322692871,5.644697666168213,0.003784656524658203,2.2124311923980713
T2,1400,2,1,5.496249198913574,5.51704216003418,5.524555206298828,5.5497307777404785,-0.02517557144165039,9.052848815917969
T2,1400,3,1,6.642340183258057,6.711939334869385,6.641922950744629,6.711714267730713,-0.06979131698608398,8.074028015136719
T2,1400,4,2,4.202851295471191,3.9910011291503906,4.212394714355469,3.996927261352539,0.2154674530029297,-2.6123509407043457
T2,1400,5,2,4.173943996429443,4.104362487792969,4.133025169372559,4.058663368225098,0.07436180114746094,4.718967437744141
T2,1400,6,2,4.643612861633301,4.503216743469238,4.620899677276611,4.487649440765381,0.13325023651123047,4.878763198852539
T2,1400,7,3,5.1517415046691895,5.069329738616943,5.126382827758789,5.051067352294922,0.07531547546386719,-3.964461326599121
T2,1400,8,3,5.424697399139404,5.363166809082031,5.408005714416504,5.340590000152588,0.06741571426391602,-3.6213669776916504
T2,1400,9,3,5.842252254486084,5.79865837097168,5.853307247161865,5.813920021057129,0.03938722610473633,-3.5134403705596924
T2,1420,1,1,6.065184593200684,6.074178695678711,6.020786762237549,6.033252239227295,-0.012465476989746094,2.2124311923980713
T2,1420,2,1,5.610552787780762,5.639814853668213,5.6183390617370605,5.643490791320801,-0.025151729583740234,9.052848815917969
T2,1420,3,1,6.354630470275879,6.369425296783447,6.361268520355225,6.3794708251953125,-0.01820230484008789,8.074028015136719
T2,1420,4,2,4.278671741485596,4.218806266784668,4.2632293701171875,4.1916680335998535,0.07156133651733398,-2.6123509407043457
T2,1420,5,2,4.859898567199707,4.688196659088135,4.912796974182129,4.739762306213379,0.17303466796875,4.718967437744141
T2,1420,6,2,4.290456295013428,4.236632823944092,4.300845146179199,4.246905326843262,0.0539398193359375,4.878763198852539
T2,1420,7,3,5.465154647827148,5.441084384918213,5.465114593505859,5.432907581329346,0.03220701217651367,-3.964461326599121
T2,1420,8,3,5.196136951446533,5.154641628265381,5.226558685302734,5.186262607574463,0.040296077728271484,-3.6213669776916504
T2,1420,9,3,6.028417587280273,5.942057132720947,6.032935619354248,5.949042797088623,0.083892822265625,-3.5134403705596924
T2,1440,1,1,5.791696071624756,5.781777381896973,5.823763370513916,5.811728000640869,0.012035369873046875,2.2124311923980713
T2,1440,2,1,5.543935775756836,5.618366241455078,5.548348426818848,5.628456115722656,-0.0801076889038086,9.052848815917969
T2,1440,3,1,6.145228862762451,6.210340976715088,6.173814296722412,6.239682197570801,-0.06586790084838867,8.074028015136719
T2,1440,4,2,4.3769145011901855,4.249736785888672,4.396500587463379,4.282379150390625,0.1141214370727539,-2.6123509407043457
T2,1440,5,2,4.749326705932617,4.689988136291504,4.75372314453125,4.679710865020752,0.07401227951049805,4.718967437744141
T2,1440,6,2,4.371448993682861,4.382861137390137,4.362182140350342,4.370701789855957,-0.008519649505615234,4.878763198852539
T2,1440,7,3,4.96189546585083,4.860179901123047,5.000242710113525,4.917928218841553,0.08231449127197266,-3.964461326599121
T2,1440,8,3,4.577194690704346,4.459184646606445,4.571443557739258,4.467963218688965,0.10348033905029297,-3.6213669776916504
T2,1440,9,3,5.719090461730957,5.64409065246582,5.744781970977783,5.685057163238525,0.05972480773925781,-3.5134403705596924
T2,1460,1,1,6.201009273529053,6.2059526443481445,6.138114929199219,6.141698360443115,-0.0035834312438964844,2.2124311923980713
T2,1460,2,1,5.281745433807373,5.331643104553223,5.315771102905273,5.364501953125,-0.04873085021972656,9.052848815917969
T2,1460,3,1,5.794835567474365,5.8392839431762695,5.833564758300781,5.88780403137207,-0.05423927307128906,8.074028015136719
T2,1460,4,2,4.241331577301025,4.068153381347656,4.256704807281494,4.082197666168213,0.17450714111328125,-2.6123509407043457
T2,1460,5,2,4.25525426864624,4.3183698654174805,4.285338401794434,4.341018199920654,-0.0556797981262207,4.718967437744141
T2,1460,6,2,4.49893045425415,4.421692371368408,4.524158954620361,4.440582752227783,0.08357620239257812,4.878763198852539
T2,1460,7,3,4.576855182647705,4.582333564758301,4.594792366027832,4.590106010437012,0.0046863555908203125,-3.964461326599121
T2,1460,8,3,4.67108678817749,4.585618019104004,4.749284267425537,4.665205001831055,0.08407926559448242,-3.6213669776916504
T2,1460,9,3,5.849825859069824,5.726757526397705,5.842674255371094,5.7135138511657715,0.12916040420532227,-3.5134403705596924
T2,1480,1,1,5.930346488952637,5.93812370300293,5.931490421295166,5.935089111328125,-0.0035986900329589844,2.2124311923980713
T2,1480,2,1,5.2396674156188965,5.34401273727417,5.2138991355896,5.287199020385742,-0.07329988479614258,9.052848815917969
T2,1480,3,1,6.144675254821777,6.1834025382995605,6.13309383392334,6.173660755157471,-0.04056692123413086,8.074028015136719
T2,1480,4,2,4.238841533660889,4.133006572723389,4.242648124694824,4.129585266113281,0.11306285858154297,-2.6123509407043457
T2,1480,5,2,4.232668876647949,4.215735912322998,4.212313175201416,4.200920581817627,0.011392593383789062,4.718967437744141
T2,1480,6,2,4.381915092468262,4.279211044311523,4.367938995361328,4.264105319976807,0.10383367538452148,4.878763198852539
T2,1480,7,3,4.850030899047852,4.849965572357178,4.840129375457764,4.834843635559082,0.005285739898681641,-3.964461326599121
T2,1480,8,3,4.7989301681518555,4.788163661956787,4.799190521240234,4.793510913848877,0.005679607391357422,-3.6213669776916504
T2,1480,9,3,5.280699253082275,5.271787643432617,5.279553413391113,5.245865345001221,0.03368806838989258,-3.5134403705596924
T2,1500,1,1,5.564549446105957,5.542651176452637,5.599693298339844,5.578495025634766,0.021198272705078125,2.2124311923980713
T2,1500,2,1,5.582457542419434,5.692148208618164,5.543730735778809,5.658343315124512,-0.11461257934570312,9.052848815917969
T2,1500,3,1,5.874636173248291,5.917967319488525,5.876649856567383,5.923252105712891,-0.04660224914550781,8.074028015136719
T2,1500,4,2,3.952625274658203,3.987194538116455,3.951328754425049,3.983323097229004,-0.03199434280395508,-2.6123509407043457
T2,1500,5,2,3.9389352798461914,3.9487898349761963,3.9605817794799805,3.9659910202026367,-0.00540924072265625,4.718967437744141
T2,1500,6,2,4.945913314819336,4.60242223739624,4.947795867919922,4.608046054840088,0.339749813079834,4.878763198852539
T2,1500,7,3,4.461211204528809,4.298490524291992,4.5335373878479,4.402463436126709,0.1310739517211914,-3.964461326599121
T2,1500,8,3,4.608741283416748,4.427824020385742,4.658595085144043,4.461187362670898,0.19740772247314453,-3.6213669776916504
T2,1500,9,3,5.5592546463012695,5.548599720001221,5.587650299072266,5.549867630004883,0.03778266906738281,-3.5134403705596924
T2,1520,1,1,5.645679473876953,5.650470733642578,5.664067268371582,5.670767307281494,-0.006700038909912109,2.2124311923980713
T2,1520,2,1,5.268002510070801,5.32571268081665,5.304112434387207,5.3740386962890625,-0.06992626190185547,9.052848815917969
T2,1520,3,1,5.926400661468506,5.991950511932373,5.908880233764648,5.976403713226318,-0.06752347946166992,8.074028015136719
T2,1520,4,2,4.203908920288086,4.248818397521973,4.178029537200928,4.2214813232421875,-0.043451786041259766,-2.6123509407043457
T2,1520,5,2,3.9765655994415283,3.883162498474121,3.924804925918579,3.853736400604248,0.07106852531433105,4.718967437744141
T2,1520,6,2,4.740504741668701,4.484259128570557,4.731294631958008,4.455930233001709,0.27536439895629883,4.878763198852539
T2,1520,7,3,3.8762404918670654,3.9184646606445312,3.839301586151123,3.8965399265289307,-0.05723834037780762,-3.964461326599121
T2,1520,8,3,4.641636371612549,4.432878017425537,4.606257915496826,4.410798072814941,0.19545984268188477,-3.6213669776916504
T2,1520,9,3,5.222067832946777,5.214447021484375,5.222261905670166,5.217388153076172,0.004873752593994141,-3.5134403705596924
T2,1540,1,1,5.703854084014893,5.71464204788208,5.745639324188232,5.751020908355713,-0.005381584167480469,2.2124311923980713
T2,1540,2,1,5.488462448120117,5.522890567779541,5.502862453460693,5.530154705047607,-0.027292251586914062,9.052848815917969
T2,1540,3,1,5.863615989685059,5.953153133392334,5.825059413909912,5.901386737823486,-0.07632732391357422,8.074028015136719
T2,1540,4,2,4.0281524658203125,4.093460559844971,4.029656887054443,4.092865943908691,-0.06320905685424805,-2.6123509407043457
T2,1540,5,2,4.830691337585449,4.380547523498535,4.775852680206299,4.339420795440674,0.436431884765625,4.718967437744141
T2,1540,6,2,4.388301372528076,4.34168815612793,4.41955041885376,4.374594688415527,0.04495573043823242,4.878763198852539
T2,1540,7,3,4.562704563140869,4.393118858337402,4.481894493103027,4.342136859893799,0.13975763320922852,-3.964461326599121
T2,1540,8,3,4.684924125671387,4.802553176879883,4.725287437438965,4.802016258239746,-0.07672882080078125,-3.6213669776916504
T2,1540,9,3,4.84763765335083,4.623552322387695,4.963486194610596,4.707826137542725,0.2556600570678711,-3.5134403705596924
T2,1560,1,1,6.085829257965088,6.098406791687012,6.00768518447876,6.012071132659912,-0.004385948181152344,2.2124311923980713
T2,1560,2,1,5.2972588539123535,5.352907657623291,5.308446884155273,5.35770320892334,-0.049256324768066406,9.052848815917969
T2,1560,3,1,5.781383037567139,5.80440616607666,5.836819648742676,5.853490829467773,-0.016671180725097656,8.074028015136719
T2,1560,4,2,4.808376312255859,4.9004058837890625,4.7969970703125,4.8966474533081055,-0.09965038299560547,-2.6123509407043457
T2,1560,5,2,4.705436706542969,4.517971515655518,4.722315788269043,4.527695655822754,0.19462013244628906,4.718967437744141
T2,1560,6,2,4.289321422576904,4.041476726531982,4.305271148681641,4.0498857498168945,0.2553853988647461,4.878763198852539
T2,1560,7,3,4.742370128631592,4.5612406730651855,4.8379693031311035,4.62848424911499,0.20948505401611328,-3.964461326599121
T2,1560,8,3,4.855620384216309,4.904147624969482,4.865621566772461,4.901585102081299,-0.03596353530883789,-3.6213669776916504
T2,1560,9,3,4.464132308959961,4.5408148765563965,4.410520553588867,4.497612953186035,-0.08709239959716797,-3.5134403705596924
T2,1580,1,1,6.0943403244018555,6.096592903137207,6.154726028442383,6.163880348205566,-0.009154319763183594,2.2124311923980713
T2,1580,2,1,5.150217056274414,5.241949081420898,5.15787935256958,5.253932952880859,-0.0960536003112793,9.052848815917969
T2,1580,3,1,5.401340007781982,5.401009559631348,5.425501346588135,5.416525840759277,0.008975505828857422,8.074028015136719
T2,1580,4,2,4.709519863128662,4.71112585067749,4.733756065368652,4.734657287597656,-0.0009012222290039062,-2.6123509407043457
T2,1580,5,2,4.3093671798706055,4.369451522827148,4.344829082489014,4.374358654022217,-0.029529571533203125,4.718967437744141
T2,1580,6,2,4.699127197265625,4.758049964904785,4.664477348327637,4.708436012268066,-0.04395866394042969,4.878763198852539
T2,1580,7,3,4.183852672576904,4.247252464294434,4.18588924407959,4.2694010734558105,-0.0835118293762207,-3.964461326599121
T2,1580,8,3,4.4476847648620605,4.330882549285889,4.486116409301758,4.3607587814331055,0.12535762786865234,-3.6213669776916504
T2,1580,9,3,5.1095428466796875,4.888768672943115,5.077022552490234,4.8658647537231445,0.21115779876708984,-3.5134403705596924
